Description|Price|Rating|ReviewCount|Url
Description|Price|Rating|ReviewCount|Url
Apple iPad Air (5th gen) 64 GB ROM 10.9 Inch with Wi-Fi+5G (Purple)|₹61,499|4.6|3,261 Ratings & 182 Reviews|https://www.flipkart.com/apple-ipad-air-5th-gen-64-gb-rom-10-9-inch-wi-fi-5g-purple/p/itm814ad98d24e88?pid=TABGCA2HMTHJU68Q&lid=LSTTABGCA2HMTHJU68Q5GDSTT&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&spotlightTagId=TrendingId_tyy%2Fhry&srno=s_2_40&otracker=search&otracker1=search&fm=organic&iid=265bdcd8-8ff4-4fab-a5dd-2d70999e503f.TABGCA2HMTHJU68Q.SEARCH&ppt=sp&ppn=sp&ssid=9q60svbisg0000001709629171484&qH=09401fded433c347
Apple iPad Air (5th gen) 64 GB ROM 10.9 Inch with Wi-Fi+5G (Star Light)|₹61,499|4.6|3,261 Ratings & 182 Reviews|https://www.flipkart.com/apple-ipad-air-5th-gen-64-gb-rom-10-9-inch-wi-fi-5g-star-light/p/itm13189ec514bb9?pid=TABGCA2HWKHXWTKV&lid=LSTTABGCA2HWKHXWTKVJANJCY&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&spotlightTagId=TrendingId_tyy%2Fhry&srno=s_2_41&otracker=search&otracker1=search&fm=organic&iid=265bdcd8-8ff4-4fab-a5dd-2d70999e503f.TABGCA2HWKHXWTKV.SEARCH&ppt=sp&ppn=sp&ssid=9q60svbisg0000001709629171484&qH=09401fded433c347
Apple iPad mini (6th Gen) 256 GB ROM 8.3 inch with Wi-Fi Only (Space Grey)|₹62,947|4.6|939 Ratings & 93 Reviews|https://www.flipkart.com/apple-ipad-mini-6th-gen-256-gb-rom-8-3-inch-wi-fi-only-space-grey/p/itmdd11506b0117f?pid=TABG6VNR3K6ZEGFU&lid=LSTTABG6VNR3K6ZEGFUL0IMRB&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_2_42&otracker=search&otracker1=search&fm=organic&iid=265bdcd8-8ff4-4fab-a5dd-2d70999e503f.TABG6VNR3K6ZEGFU.SEARCH&ppt=sp&ppn=sp&ssid=9q60svbisg0000001709629171484&qH=09401fded433c347
Apple iPad mini (6th Gen) 256 GB ROM 8.3 inch with Wi-Fi Only (Pink)|₹62,947|4.6|939 Ratings & 93 Reviews|https://www.flipkart.com/apple-ipad-mini-6th-gen-256-gb-rom-8-3-inch-wi-fi-only-pink/p/itm099882f79f191?pid=TABG6VNRAPXZFZZ4&lid=LSTTABG6VNRAPXZFZZ4WFNH4Z&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_2_43&otracker=search&otracker1=search&fm=organic&iid=265bdcd8-8ff4-4fab-a5dd-2d70999e503f.TABG6VNRAPXZFZZ4.SEARCH&ppt=sp&ppn=sp&ssid=9q60svbisg0000001709629171484&qH=09401fded433c347
Apple iPad mini (6th Gen) 256 GB ROM 8.3 inch with Wi-Fi Only (Starlight)|₹62,947|4.6|939 Ratings & 93 Reviews|https://www.flipkart.com/apple-ipad-mini-6th-gen-256-gb-rom-8-3-inch-wi-fi-only-starlight/p/itmbb6fcf45ddfee?pid=TABG6VNRHHMRHCMV&lid=LSTTABG6VNRHHMRHCMVOVPZJQ&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_2_44&otracker=search&otracker1=search&fm=organic&iid=265bdcd8-8ff4-4fab-a5dd-2d70999e503f.TABG6VNRHHMRHCMV.SEARCH&ppt=sp&ppn=sp&ssid=9q60svbisg0000001709629171484&qH=09401fded433c347
Apple iPad mini (6th Gen) 256 GB ROM 8.3 inch with Wi-Fi Only (Purple)|₹62,947|4.6|939 Ratings & 93 Reviews|https://www.flipkart.com/apple-ipad-mini-6th-gen-256-gb-rom-8-3-inch-wi-fi-only-purple/p/itm36a442eebc25f?pid=TABG6VNRHFPTZANH&lid=LSTTABG6VNRHFPTZANHPDYBCV&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_2_45&otracker=search&otracker1=search&fm=organic&iid=265bdcd8-8ff4-4fab-a5dd-2d70999e503f.TABG6VNRHFPTZANH.SEARCH&ppt=sp&ppn=sp&ssid=9q60svbisg0000001709629171484&qH=09401fded433c347
Apple iPad mini (6th Gen) 64 GB ROM 8.3 inch with Wi-Fi+5G (Space Grey)|₹62,947|4.6|939 Ratings & 93 Reviews|https://www.flipkart.com/apple-ipad-mini-6th-gen-64-gb-rom-8-3-inch-wi-fi-5g-space-grey/p/itm1fe8d88a29c9c?pid=TABG6VNRXPQRFUD7&lid=LSTTABG6VNRXPQRFUD7WC6N4U&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_2_46&otracker=search&otracker1=search&fm=organic&iid=265bdcd8-8ff4-4fab-a5dd-2d70999e503f.TABG6VNRXPQRFUD7.SEARCH&ppt=sp&ppn=sp&ssid=9q60svbisg0000001709629171484&qH=09401fded433c347
Apple iPad Air (4th Gen) 64 GB ROM 10.9 inch with Wi-Fi+4G (Silver)|₹64,886|4.7|9,275 Ratings & 645 Reviews|https://www.flipkart.com/apple-ipad-air-4th-gen-64-gb-rom-10-9-inch-wi-fi-4g-silver/p/itm75aab58657f77?pid=TABFVZD2ZC6DECJA&lid=LSTTABFVZD2ZC6DECJAQXPCOJ&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_2_47&otracker=search&otracker1=search&fm=organic&iid=265bdcd8-8ff4-4fab-a5dd-2d70999e503f.TABFVZD2ZC6DECJA.SEARCH&ppt=sp&ppn=sp&ssid=9q60svbisg0000001709629171484&qH=09401fded433c347
Apple iPad Air (4th Gen) 64 GB ROM 10.9 inch with Wi-Fi+4G (Space Grey)|₹64,886|4.7|9,275 Ratings & 645 Reviews|https://www.flipkart.com/apple-ipad-air-4th-gen-64-gb-rom-10-9-inch-wi-fi-4g-space-grey/p/itm96faa7c7d996a?pid=TABFVZD2MJPHEYR9&lid=LSTTABFVZD2MJPHEYR9DVCVTO&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_2_48&otracker=search&otracker1=search&fm=organic&iid=265bdcd8-8ff4-4fab-a5dd-2d70999e503f.TABFVZD2MJPHEYR9.SEARCH&ppt=sp&ppn=sp&ssid=9q60svbisg0000001709629171484&qH=09401fded433c347
Apple iPad Air (4th Gen) 64 GB ROM 10.9 inch with Wi-Fi+4G (Green)|₹64,887|4.7|9,275 Ratings & 645 Reviews|https://www.flipkart.com/apple-ipad-air-4th-gen-64-gb-rom-10-9-inch-wi-fi-4g-green/p/itm78e88ecb9f0a0?pid=TABFVZD2MHVF9FSY&lid=LSTTABFVZD2MHVF9FSYUAK4UE&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_49&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABFVZD2MHVF9FSY.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad (10th Gen) 256 GB ROM 10.9 inch with Wi-Fi+5G (Pink)|₹68,900|4.7|2,838 Ratings & 181 Reviews|https://www.flipkart.com/apple-ipad-10th-gen-256-gb-rom-10-9-inch-wi-fi-5g-pink/p/itm94416d36d9cb1?pid=TABGJ6XUW2AYWAX5&lid=LSTTABGJ6XUW2AYWAX5DXSTQP&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_50&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABGJ6XUW2AYWAX5.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad (10th Gen) 256 GB ROM 10.9 inch with Wi-Fi+5G (Yellow)|₹68,900|4.7|2,838 Ratings & 181 Reviews|https://www.flipkart.com/apple-ipad-10th-gen-256-gb-rom-10-9-inch-wi-fi-5g-yellow/p/itmf0c962982b3d7?pid=TABGJ6XUCSQRC8GY&lid=LSTTABGJ6XUCSQRC8GYVPNQBF&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_51&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABGJ6XUCSQRC8GY.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad (10th Gen) 256 GB ROM 10.9 inch with Wi-Fi+5G (Silver)|₹68,900|4.7|2,838 Ratings & 181 Reviews|https://www.flipkart.com/apple-ipad-10th-gen-256-gb-rom-10-9-inch-wi-fi-5g-silver/p/itmcff6f51f29767?pid=TABGJ6XUABRFJKEQ&lid=LSTTABGJ6XUABRFJKEQHSLANI&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_52&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABGJ6XUABRFJKEQ.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad (10th Gen) 256 GB ROM 10.9 inch with Wi-Fi+5G (Blue)|₹69,900|4.7|2,838 Ratings & 181 Reviews|https://www.flipkart.com/apple-ipad-10th-gen-256-gb-rom-10-9-inch-wi-fi-5g-blue/p/itm6968bba756727?pid=TABGJ6XU4MJ6JDFG&lid=LSTTABGJ6XU4MJ6JDFGHURTUJ&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_53&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABGJ6XU4MJ6JDFG.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad Air (5th gen) 64 GB ROM 10.9 Inch with Wi-Fi+5G (Blue)|₹69,999|4.6|3,261 Ratings & 182 Reviews|https://www.flipkart.com/apple-ipad-air-5th-gen-64-gb-rom-10-9-inch-wi-fi-5g-blue/p/itmc727298ee172c?pid=TABGCA2H3HHQWYSF&lid=LSTTABGCA2H3HHQWYSFSHJR18&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_54&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABGCA2H3HHQWYSF.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad Air (5th gen) 64 GB ROM 10.9 Inch with Wi-Fi+5G (Pink)|₹71,499|4.6|3,261 Ratings & 182 Reviews|https://www.flipkart.com/apple-ipad-air-5th-gen-64-gb-rom-10-9-inch-wi-fi-5g-pink/p/itm584d5f81fcb17?pid=TABGCA2H6EYJME7A&lid=LSTTABGCA2H6EYJME7A0WARTJ&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_55&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABGCA2H6EYJME7A.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad Air (5th gen) 256 GB ROM 10.9 Inch with Wi-Fi Only (Blue)|₹72,499|4.6|3,261 Ratings & 182 Reviews|https://www.flipkart.com/apple-ipad-air-5th-gen-256-gb-rom-10-9-inch-wi-fi-only-blue/p/itmdaf4ba0049772?pid=TABGCA2KXHEPMVAN&lid=LSTTABGCA2KXHEPMVANPPCD7F&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_56&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABGCA2KXHEPMVAN.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad Air (5th gen) 256 GB ROM 10.9 Inch with Wi-Fi Only (Star Light)|₹72,599|4.6|3,261 Ratings & 182 Reviews|https://www.flipkart.com/apple-ipad-air-5th-gen-256-gb-rom-10-9-inch-wi-fi-only-star-light/p/itm36a06c5f165f7?pid=TABGCA2K4AKQRDRH&lid=LSTTABGCA2K4AKQRDRH7RFJK8&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_57&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABGCA2K4AKQRDRH.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad Air (5th gen) 256 GB ROM 10.9 Inch with Wi-Fi Only (Space Grey)|₹72,599|4.6|3,261 Ratings & 182 Reviews|https://www.flipkart.com/apple-ipad-air-5th-gen-256-gb-rom-10-9-inch-wi-fi-only-space-grey/p/itm8ded818101504?pid=TABGCA2KCS7W3V5Z&lid=LSTTABGCA2KCS7W3V5ZPOHONL&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_58&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABGCA2KCS7W3V5Z.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad Air (5th gen) 64 GB ROM 10.9 Inch with Wi-Fi+5G (space Grey)|₹72,599|4.6|3,261 Ratings & 182 Reviews|https://www.flipkart.com/apple-ipad-air-5th-gen-64-gb-rom-10-9-inch-wi-fi-5g-space-grey/p/itmd7bdbc6a8218a?pid=TABGCA2H7RMGWRZT&lid=LSTTABGCA2H7RMGWRZT9R0HRR&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_59&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABGCA2H7RMGWRZT.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad Air (5th gen) 256 GB ROM 10.9 Inch with Wi-Fi Only (Purple)|₹72,599|4.6|3,261 Ratings & 182 Reviews|https://www.flipkart.com/apple-ipad-air-5th-gen-256-gb-rom-10-9-inch-wi-fi-only-purple/p/itmc4b821cdc81f7?pid=TABGCA2KKVAJGQSE&lid=LSTTABGCA2KKVAJGQSE3AIURT&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_60&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABGCA2KKVAJGQSE.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad Air (5th gen) 256 GB ROM 10.9 Inch with Wi-Fi Only (Pink)|₹72,599|4.6|3,261 Ratings & 182 Reviews|https://www.flipkart.com/apple-ipad-air-5th-gen-256-gb-rom-10-9-inch-wi-fi-only-pink/p/itm4e45bc394cd82?pid=TABGCA2KZVUYVCPZ&lid=LSTTABGCA2KZVUYVCPZRD7NZC&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_61&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABGCA2KZVUYVCPZ.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad mini (6th Gen) 256 GB ROM 8.3 inch with Wi-Fi+5G (Pink)|₹72,646|4.6|939 Ratings & 93 Reviews|https://www.flipkart.com/apple-ipad-mini-6th-gen-256-gb-rom-8-3-inch-wi-fi-5g-pink/p/itm932e92073c3c8?pid=TABG6VNR6E7GBCHJ&lid=LSTTABG6VNR6E7GBCHJU6MOOX&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_62&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABG6VNR6E7GBCHJ.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad mini (6th Gen) 256 GB ROM 8.3 inch with Wi-Fi+5G (Purple)|₹74,900|4.6|939 Ratings & 93 Reviews|https://www.flipkart.com/apple-ipad-mini-6th-gen-256-gb-rom-8-3-inch-wi-fi-5g-purple/p/itm4d82582af9da9?pid=TABG6VNR83DNV3HV&lid=LSTTABG6VNR83DNV3HVF5OKMA&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_63&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABG6VNR83DNV3HV.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad mini (6th Gen) 256 GB ROM 8.3 inch with Wi-Fi+5G (Starlight)|₹74,900|4.6|939 Ratings & 93 Reviews|https://www.flipkart.com/apple-ipad-mini-6th-gen-256-gb-rom-8-3-inch-wi-fi-5g-starlight/p/itm4782fa5cf6896?pid=TABG6VNRJPMQEER5&lid=LSTTABG6VNRJPMQEER5OESUBS&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_64&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABG6VNRJPMQEER5.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad mini (6th Gen) 256 GB ROM 8.3 inch with Wi-Fi+5G (Space Grey)|₹77,494|4.6|939 Ratings & 93 Reviews|https://www.flipkart.com/apple-ipad-mini-6th-gen-256-gb-rom-8-3-inch-wi-fi-5g-space-grey/p/itm428cb3ab8fc0f?pid=TABG6VNRREH7MW32&lid=LSTTABG6VNRREH7MW32CYPXLI&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_65&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABG6VNRREH7MW32.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad Air (4th Gen) 256 GB ROM 10.9 inch with Wi-Fi+4G (Green)|₹78,465|4.7|9,275 Ratings & 645 Reviews|https://www.flipkart.com/apple-ipad-air-4th-gen-256-gb-rom-10-9-inch-wi-fi-4g-green/p/itm1a674570e1e4c?pid=TABFVZD2HB4GGXYZ&lid=LSTTABFVZD2HB4GGXYZ6QREJX&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_66&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABFVZD2HB4GGXYZ.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad Air (4th Gen) 256 GB ROM 10.9 inch with Wi-Fi+4G (Space Grey)|₹78,465|4.7|9,275 Ratings & 645 Reviews|https://www.flipkart.com/apple-ipad-air-4th-gen-256-gb-rom-10-9-inch-wi-fi-4g-space-grey/p/itm85d614d4cc75b?pid=TABFVZD2ZHQPZDXA&lid=LSTTABFVZD2ZHQPZDXAJG1E5Q&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_67&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABFVZD2ZHQPZDXA.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad Air (4th Gen) 256 GB ROM 10.9 inch with Wi-Fi+4G (Silver)|₹78,465|4.7|9,275 Ratings & 645 Reviews|https://www.flipkart.com/apple-ipad-air-4th-gen-256-gb-rom-10-9-inch-wi-fi-4g-silver/p/itme9e24c8c5d1fc?pid=TABFVZD2DZCXWRV6&lid=LSTTABFVZD2DZCXWRV6IGXLV9&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_68&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABFVZD2DZCXWRV6.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad Air (4th Gen) 256 GB ROM 10.9 inch with Wi-Fi+4G (Sky Blue)|₹78,465|4.7|9,275 Ratings & 645 Reviews|https://www.flipkart.com/apple-ipad-air-4th-gen-256-gb-rom-10-9-inch-wi-fi-4g-sky-blue/p/itmc25de957801fb?pid=TABFVZD2YT5AUFRB&lid=LSTTABFVZD2YT5AUFRBSSSWUJ&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_69&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABFVZD2YT5AUFRB.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad Air (5th gen) 256 GB ROM 10.9 Inch with Wi-Fi+5G (Star Light)|₹78,699|4.6|3,261 Ratings & 182 Reviews|https://www.flipkart.com/apple-ipad-air-5th-gen-256-gb-rom-10-9-inch-wi-fi-5g-star-light/p/itm20ae700124fda?pid=TABGCA2HFDH5HHYP&lid=LSTTABGCA2HFDH5HHYPBGHXTQ&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_70&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABGCA2HFDH5HHYP.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad Pro (4th Gen) 128 GB ROM 11.0 inch with Wi-Fi Only (Space Grey)|₹79,900|4.7|747 Ratings & 57 Reviews|https://www.flipkart.com/apple-ipad-pro-4th-gen-128-gb-rom-11-0-inch-wi-fi-only-space-grey/p/itm7682cf40aa16e?pid=TABGJ6XUF5KQK7UG&lid=LSTTABGJ6XUF5KQK7UG22XR8S&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_71&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABGJ6XUF5KQK7UG.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad Pro (4th Gen) 128 GB ROM 11.0 inch with Wi-Fi Only (Silver)|₹79,900|4.7|747 Ratings & 57 Reviews|https://www.flipkart.com/apple-ipad-pro-4th-gen-128-gb-rom-11-0-inch-wi-fi-only-silver/p/itm12927a2b88d55?pid=TABGJ6XUEHV8KQVX&lid=LSTTABGJ6XUEHV8KQVX0JZHGV&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_3_72&otracker=search&otracker1=search&fm=organic&iid=f203e2c3-421a-4cad-9340-3ae2e128d472.TABGJ6XUEHV8KQVX.SEARCH&ppt=sp&ppn=sp&ssid=rzlmpo5dk00000001709629173314&qH=09401fded433c347
Apple iPad Air (5th gen) 256 GB ROM 10.9 Inch with Wi-Fi+5G (Purple)|₹85,999|4.6|3,261 Ratings & 182 Reviews|https://www.flipkart.com/apple-ipad-air-5th-gen-256-gb-rom-10-9-inch-wi-fi-5g-purple/p/itm1ac3354cd5256?pid=TABGCA2HXQGCDBZC&lid=LSTTABGCA2HXQGCDBZCHKUAWZ&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_4_73&otracker=search&otracker1=search&fm=organic&iid=01d2271f-23d6-4d19-a549-e6bc91a8d939.TABGCA2HXQGCDBZC.SEARCH&ppt=sp&ppn=sp&ssid=y9sdg17thc0000001709629175522&qH=09401fded433c347
Apple iPad Air (5th gen) 256 GB ROM 10.9 Inch with Wi-Fi+5G (Space Grey)|₹86,499|4.6|3,261 Ratings & 182 Reviews|https://www.flipkart.com/apple-ipad-air-5th-gen-256-gb-rom-10-9-inch-wi-fi-5g-space-grey/p/itmd7eff0ef20907?pid=TABGCA2HDXQFXGHY&lid=LSTTABGCA2HDXQFXGHYWGPNDA&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_4_74&otracker=search&otracker1=search&fm=organic&iid=01d2271f-23d6-4d19-a549-e6bc91a8d939.TABGCA2HDXQFXGHY.SEARCH&ppt=sp&ppn=sp&ssid=y9sdg17thc0000001709629175522&qH=09401fded433c347
Apple iPad Pro (4th Gen) 256 GB ROM 11.0 inch with Wi-Fi Only (Space Grey)|₹89,900|4.7|747 Ratings & 57 Reviews|https://www.flipkart.com/apple-ipad-pro-4th-gen-256-gb-rom-11-0-inch-wi-fi-only-space-grey/p/itmdfbdb8f8eda89?pid=TABGJ6XUJXQVHKV7&lid=LSTTABGJ6XUJXQVHKV7HO13BG&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_4_75&otracker=search&otracker1=search&fm=organic&iid=01d2271f-23d6-4d19-a549-e6bc91a8d939.TABGJ6XUJXQVHKV7.SEARCH&ppt=sp&ppn=sp&ssid=y9sdg17thc0000001709629175522&qH=09401fded433c347
Apple iPad Pro (4th Gen) 128 GB ROM 11.0 inch with Wi-Fi+5G (Space Grey)|₹93,900|4.7|747 Ratings & 57 Reviews|https://www.flipkart.com/apple-ipad-pro-4th-gen-128-gb-rom-11-0-inch-wi-fi-5g-space-grey/p/itm686eccce64cf6?pid=TABGJ6XUQMGZX4ED&lid=LSTTABGJ6XUQMGZX4EDXVEZBM&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_4_76&otracker=search&otracker1=search&fm=organic&iid=01d2271f-23d6-4d19-a549-e6bc91a8d939.TABGJ6XUQMGZX4ED.SEARCH&ppt=sp&ppn=sp&ssid=y9sdg17thc0000001709629175522&qH=09401fded433c347
Apple iPad Pro (4th Gen) 256 GB ROM 11.0 inch with Wi-Fi+5G (Space Grey)|₹1,03,900|4.7|747 Ratings & 57 Reviews|https://www.flipkart.com/apple-ipad-pro-4th-gen-256-gb-rom-11-0-inch-wi-fi-5g-space-grey/p/itm58eddab1b246e?pid=TABGJ6XU9WZKV7TH&lid=LSTTABGJ6XU9WZKV7TH5FLMXT&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_4_77&otracker=search&otracker1=search&fm=organic&iid=01d2271f-23d6-4d19-a549-e6bc91a8d939.TABGJ6XU9WZKV7TH.SEARCH&ppt=sp&ppn=sp&ssid=y9sdg17thc0000001709629175522&qH=09401fded433c347
Apple iPad Pro (4th Gen) 256 GB ROM 11.0 inch with Wi-Fi+5G (Silver)|₹1,03,900|4.7|747 Ratings & 57 Reviews|https://www.flipkart.com/apple-ipad-pro-4th-gen-256-gb-rom-11-0-inch-wi-fi-5g-silver/p/itm15537893c61cd?pid=TABGJ6XUVFFEB3KH&lid=LSTTABGJ6XUVFFEB3KHZ1ZDYR&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_4_78&otracker=search&otracker1=search&fm=organic&iid=01d2271f-23d6-4d19-a549-e6bc91a8d939.TABGJ6XUVFFEB3KH.SEARCH&ppt=sp&ppn=sp&ssid=y9sdg17thc0000001709629175522&qH=09401fded433c347
Apple iPad Pro (4th Gen) 512 GB ROM 11.0 inch with Wi-Fi Only (Silver)|₹1,08,532|4.7|747 Ratings & 57 Reviews|https://www.flipkart.com/apple-ipad-pro-4th-gen-512-gb-rom-11-0-inch-wi-fi-only-silver/p/itm2967346fcfc1e?pid=TABGJ6XUG5MKUEVP&lid=LSTTABGJ6XUG5MKUEVPAPMPHF&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_4_79&otracker=search&otracker1=search&fm=organic&iid=01d2271f-23d6-4d19-a549-e6bc91a8d939.TABGJ6XUG5MKUEVP.SEARCH&ppt=sp&ppn=sp&ssid=y9sdg17thc0000001709629175522&qH=09401fded433c347
